,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
10653,SILVER - COMMODITY EXCHANGE INC.,2020-03-10,187060,75117,30170,   -9849,   -7453,   -4097
10654,SILVER - COMMODITY EXCHANGE INC.,2020-03-03,196909,82570,34267,  -42061,  -24920,    1570
10655,SILVER - COMMODITY EXCHANGE INC.,2020-02-25,238970,107490,32697,     893,    -450,    2634
10656,SILVER - COMMODITY EXCHANGE INC.,2020-02-18,238077,107940,30063,   16219,   11545,    1305
10657,SILVER - COMMODITY EXCHANGE INC.,2020-02-11,221858,96395,28758,   -3078,    -683,    -517
10658,SILVER - COMMODITY EXCHANGE INC.,2020-02-04,224936,97078,29275,   -6997,   -8559,  -12945
10659,SILVER - COMMODITY EXCHANGE INC.,2020-01-28,231933,105637,42220,   -1925,   -3507,    1951
10660,SILVER - COMMODITY EXCHANGE INC.,2020-01-21,233858,109144,40269,    -781,   -1618,   -3120
10661,SILVER - COMMODITY EXCHANGE INC.,2020-01-14,234639,110762,43389,     315,    1538,    1418
10662,SILVER - COMMODITY EXCHANGE INC.,2020-01-07,234324,109224,41971,    4644,    2914,    5389
10405,SILVER - COMMODITY EXCHANGE INC.,2019-12-31,229680,106310,36582,    6634,    5280,   -2026
10406,SILVER - COMMODITY EXCHANGE INC.,2019-12-24,223046,101030,38608,   16744,   12815,   -3826
10407,SILVER - COMMODITY EXCHANGE INC.,2019-12-17,206302,88215,42434,    4044,    2598,   -2441
10408,SILVER - COMMODITY EXCHANGE INC.,2019-12-10,202258,85617,44875,   -3549,   -3624,    5861
10409,SILVER - COMMODITY EXCHANGE INC.,2019-12-03,205807,89241,39014,   -3796,   -1654,     629
10410,SILVER - COMMODITY EXCHANGE INC.,2019-11-26,209603,90895,38385,  -12104,     997,   -6797
10411,SILVER - COMMODITY EXCHANGE INC.,2019-11-19,221707,89898,45182,    -415,     571,   -6781
10412,SILVER - COMMODITY EXCHANGE INC.,2019-11-12,222122,89327,51963,   -5387,   -7847,    2786
10413,SILVER - COMMODITY EXCHANGE INC.,2019-11-05,227509,97174,49177,    6125,    1806,    7487
10414,SILVER - COMMODITY EXCHANGE INC.,2019-10-29,221384,95368,41690,    6855,    5621,   -1314
10415,SILVER - COMMODITY EXCHANGE INC.,2019-10-22,214529,89747,43004,    3613,    4659,    1905
10416,SILVER - COMMODITY EXCHANGE INC.,2019-10-15,210916,85088,41099,   -3052,   -5004,    1761
10417,SILVER - COMMODITY EXCHANGE INC.,2019-10-08,213968,90092,39338,    1702,     125,    -814
10418,SILVER - COMMODITY EXCHANGE INC.,2019-10-01,212266,89967,40152,   -2951,   -4035,   -3121
10419,SILVER - COMMODITY EXCHANGE INC.,2019-09-24,215217,94002,43273,    2703,    -623,    4626
10420,SILVER - COMMODITY EXCHANGE INC.,2019-09-17,212514,94625,38647,   -4919,   -5788,   -1535
10421,SILVER - COMMODITY EXCHANGE INC.,2019-09-10,217433,100413,40182,   -8255,   -4564,   -2670
10422,SILVER - COMMODITY EXCHANGE INC.,2019-09-03,225688,104977,42852,  -14282,    1489,    -784
10423,SILVER - COMMODITY EXCHANGE INC.,2019-08-27,239970,103488,43636,    1884,    7501,   -5637
10424,SILVER - COMMODITY EXCHANGE INC.,2019-08-20,238086,95987,49273,    4247,   -1533,   -8978
10425,SILVER - COMMODITY EXCHANGE INC.,2019-08-13,233839,97520,58251,   -5451,   -8514,    2049
10426,SILVER - COMMODITY EXCHANGE INC.,2019-08-06,239290,106034,56202,     231,   -5248,    9217
10427,SILVER - COMMODITY EXCHANGE INC.,2019-07-30,239059,111282,46985,    4324,    1153,   -8383
10428,SILVER - COMMODITY EXCHANGE INC.,2019-07-23,234735,110129,55368,    5270,    9680,   -7656
10429,SILVER - COMMODITY EXCHANGE INC.,2019-07-16,229465,100449,63024,   10972,    4369,   -7905
10430,SILVER - COMMODITY EXCHANGE INC.,2019-07-09,218493,96080,70929,   -2731,   -3659,    1645
10431,SILVER - COMMODITY EXCHANGE INC.,2019-07-02,221224,99739,69284,   -7783,    2166,    2276
10432,SILVER - COMMODITY EXCHANGE INC.,2019-06-25,229007,97573,67008,  -10459,    4298,  -11751
10433,SILVER - COMMODITY EXCHANGE INC.,2019-06-18,239466,93275,78759,   12953,    8050,   -3806
10434,SILVER - COMMODITY EXCHANGE INC.,2019-06-11,226513,85225,82565,   10368,    8572,   -2531
10435,SILVER - COMMODITY EXCHANGE INC.,2019-06-04,216145,76653,85096,   -1460,    2990,  -10976
10436,SILVER - COMMODITY EXCHANGE INC.,2019-05-28,217605,73663,96072,    7249,   -1819,    5928
10437,SILVER - COMMODITY EXCHANGE INC.,2019-05-21,210356,75482,90144,    6568,   -2060,   10393
10438,SILVER - COMMODITY EXCHANGE INC.,2019-05-14,203788,77542,79751,    4321,     196,    1448
10439,SILVER - COMMODITY EXCHANGE INC.,2019-05-07,199467,77346,78303,    2857,     226,    3319
10440,SILVER - COMMODITY EXCHANGE INC.,2019-04-30,196610,77120,74984,  -22503,    1231,   -1015
10441,SILVER - COMMODITY EXCHANGE INC.,2019-04-23,219113,75889,75999,   -5670,    -144,    5851
10442,SILVER - COMMODITY EXCHANGE INC.,2019-04-16,224783,76033,70148,   15999,    -377,   10156
10443,SILVER - COMMODITY EXCHANGE INC.,2019-04-09,208784,76410,59992,    9192,   -2583,   -2218
10444,SILVER - COMMODITY EXCHANGE INC.,2019-04-02,199592,78993,62210,    6916,    2452,   12346
10445,SILVER - COMMODITY EXCHANGE INC.,2019-03-26,192676,76541,49864,    3552,    1345,   -2022
10446,SILVER - COMMODITY EXCHANGE INC.,2019-03-19,189124,75196,51886,    -644,    -987,    2785
10447,SILVER - COMMODITY EXCHANGE INC.,2019-03-12,189768,76183,49101,    -256,    -771,    4668
10448,SILVER - COMMODITY EXCHANGE INC.,2019-03-05,190024,76954,44433,  -16423,  -14017,   11775
10449,SILVER - COMMODITY EXCHANGE INC.,2019-02-26,206447,90971,32658,  -14375,    1836,   -6208
10450,SILVER - COMMODITY EXCHANGE INC.,2019-02-19,220822,89135,38866,    2897,    -587,    2347
10451,SILVER - COMMODITY EXCHANGE INC.,2019-02-12,217925,89722,36519,   10824,    -146,    3746
10452,SILVER - COMMODITY EXCHANGE INC.,2019-02-05,207101,89868,32773,   12206,    3794,     982
10453,SILVER - COMMODITY EXCHANGE INC.,2019-01-29,194895,86074,31791,    6221,    2771,   -3356
10454,SILVER - COMMODITY EXCHANGE INC.,2019-01-22,188674,83303,35147,   -3248,   -2656,    1363
10455,SILVER - COMMODITY EXCHANGE INC.,2019-01-15,191922,85959,33784,    5416,    -827,    1021
10456,SILVER - COMMODITY EXCHANGE INC.,2019-01-08,186506,86786,32763,   10347,    3764,   -5300
10317,SILVER - COMMODITY EXCHANGE INC.,2018-12-31,176159,83022,38063,    2474,    5708,  -13701
10318,SILVER - COMMODITY EXCHANGE INC.,2018-12-24,173685,77314,51764,     825,    3291,   -2428
10319,SILVER - COMMODITY EXCHANGE INC.,2018-12-18,172860,74023,54192,   -1211,    2887,   -5688
10320,SILVER - COMMODITY EXCHANGE INC.,2018-12-11,174071,71136,59880,   -5838,    1822,  -10069
10321,SILVER - COMMODITY EXCHANGE INC.,2018-12-04,179909,69314,69949,  -19874,    1501,   -8830
10322,SILVER - COMMODITY EXCHANGE INC.,2018-11-27,199783,67813,78779,  -23266,   -3833,   -3595
10323,SILVER - COMMODITY EXCHANGE INC.,2018-11-20,223049,71646,82374,   -1297,   -2972,   -9389
10324,SILVER - COMMODITY EXCHANGE INC.,2018-11-13,224346,74618,91763,   10780,    1501,   16176
10325,SILVER - COMMODITY EXCHANGE INC.,2018-11-06,213566,73117,75587,    4590,   -2936,   -8936
10326,SILVER - COMMODITY EXCHANGE INC.,2018-10-30,208976,76053,84523,    9230,    1037,    4328
10327,SILVER - COMMODITY EXCHANGE INC.,2018-10-23,199746,75016,80195,     348,    2813,   -6835
10328,SILVER - COMMODITY EXCHANGE INC.,2018-10-16,199398,72203,87030,    -455,      68,   -7355
10329,SILVER - COMMODITY EXCHANGE INC.,2018-10-09,199853,72135,94385,    -320,   -3802,     950
10330,SILVER - COMMODITY EXCHANGE INC.,2018-10-02,200173,75937,93435,   -4335,   -3261,   -9018
10331,SILVER - COMMODITY EXCHANGE INC.,2018-09-25,204508,79198,102453,    -961,    -826,   -3087
10332,SILVER - COMMODITY EXCHANGE INC.,2018-09-18,205469,80024,105540,   -3500,   -1071,   -2958
10333,SILVER - COMMODITY EXCHANGE INC.,2018-09-11,208969,81095,108498,   -3422,   -1966,   -3537
10334,SILVER - COMMODITY EXCHANGE INC.,2018-09-04,212391,83061,112035,  -14938,   -3479,    8897
10335,SILVER - COMMODITY EXCHANGE INC.,2018-08-28,227329,86540,103138,  -16867,   -4888,    4552
10336,SILVER - COMMODITY EXCHANGE INC.,2018-08-21,244196,91428,98586,    4158,   -1918,    2404
10337,SILVER - COMMODITY EXCHANGE INC.,2018-08-14,240038,93346,96182,    4598,     330,    7507
10338,SILVER - COMMODITY EXCHANGE INC.,2018-08-07,235440,93016,88675,    8928,    3400,    4923
10339,SILVER - COMMODITY EXCHANGE INC.,2018-07-31,226512,89616,83752,   11916,    1591,    -735
10340,SILVER - COMMODITY EXCHANGE INC.,2018-07-24,214596,88025,84487,    2069,     849,    6193
10341,SILVER - COMMODITY EXCHANGE INC.,2018-07-17,212527,87176,78294,    4826,   -3422,   11395
10342,SILVER - COMMODITY EXCHANGE INC.,2018-07-10,207701,90598,66899,    2079,   -2080,   -1097
10343,SILVER - COMMODITY EXCHANGE INC.,2018-07-03,205622,92678,67996,  -12870,    -887,    8652
10344,SILVER - COMMODITY EXCHANGE INC.,2018-06-26,218492,93565,59344,    -322,   -1758,    4923
10345,SILVER - COMMODITY EXCHANGE INC.,2018-06-19,218814,95323,54421,  -11349,   -5810,    3018
10346,SILVER - COMMODITY EXCHANGE INC.,2018-06-12,230163,101133,51403,   18558,   16063,  -14233
10347,SILVER - COMMODITY EXCHANGE INC.,2018-06-05,211605,85070,65636,    3995,    2004,      23
10348,SILVER - COMMODITY EXCHANGE INC.,2018-05-29,207610,83066,65613,    9362,    5059,    2831
10349,SILVER - COMMODITY EXCHANGE INC.,2018-05-22,198248,78007,62782,     183,    5344,   -9223
10350,SILVER - COMMODITY EXCHANGE INC.,2018-05-15,198065,72663,72005,    2200,     -50,    -829
10351,SILVER - COMMODITY EXCHANGE INC.,2018-05-08,195865,72713,72834,    1180,    4185,   -2890
10352,SILVER - COMMODITY EXCHANGE INC.,2018-05-01,194685,68528,75724,   -7022,     726,   19889
10353,SILVER - COMMODITY EXCHANGE INC.,2018-04-24,201707,67802,55835,  -12590,    1193,  -10861
10354,SILVER - COMMODITY EXCHANGE INC.,2018-04-17,214297,66609,66696,  -12878,    1576,  -13170
10355,SILVER - COMMODITY EXCHANGE INC.,2018-04-10,227175,65033,79866,   -5507,    -936,   -3068
10356,SILVER - COMMODITY EXCHANGE INC.,2018-04-03,232682,65969,82934,   13164,    5183,    8491
10357,SILVER - COMMODITY EXCHANGE INC.,2018-03-27,219518,60786,74443,    3476,   -3027,   -1886
10358,SILVER - COMMODITY EXCHANGE INC.,2018-03-20,216042,63813,76329,   15948,   -2894,   12569
10359,SILVER - COMMODITY EXCHANGE INC.,2018-03-13,200094,66707,63760,    3504,   -1979,    1260
10360,SILVER - COMMODITY EXCHANGE INC.,2018-03-06,196590,68686,62500,    3247,    5663,   -2031
10361,SILVER - COMMODITY EXCHANGE INC.,2018-02-27,193343,63023,64531,  -10286,    -177,    6651
10362,SILVER - COMMODITY EXCHANGE INC.,2018-02-20,203629,63200,57880,    9573,   -1616,    1775
10363,SILVER - COMMODITY EXCHANGE INC.,2018-02-13,194056,64816,56105,  -11414,    1087,    8916
10364,SILVER - COMMODITY EXCHANGE INC.,2018-02-06,205470,63729,47189,    7112,   -8416,    7466
10365,SILVER - COMMODITY EXCHANGE INC.,2018-01-30,198358,72145,39723,   -1627,   -4048,   -7389
10366,SILVER - COMMODITY EXCHANGE INC.,2018-01-23,199985,76193,47112,    3474,   -3673,    4458
10367,SILVER - COMMODITY EXCHANGE INC.,2018-01-16,196511,79866,42654,    1502,   -4447,   -3624
10368,SILVER - COMMODITY EXCHANGE INC.,2018-01-09,195009,84313,46278,    2586,    9186,   -6099
10369,SILVER - COMMODITY EXCHANGE INC.,2018-01-02,192423,75127,52377,   -7898,    1114,  -16988
9685,SILVER - COMMODITY EXCHANGE INC.,2017-12-26,200321,74013,69365,   -3382,   -3562,   -5741
9686,SILVER - COMMODITY EXCHANGE INC.,2017-12-19,203703,77575,75106,     906,     406,    7851
9687,SILVER - COMMODITY EXCHANGE INC.,2017-12-12,202797,77169,67255,    9827,   -7736,   13776
9688,SILVER - COMMODITY EXCHANGE INC.,2017-12-05,192970,84905,53479,    6698,   -5233,   22123
9689,SILVER - COMMODITY EXCHANGE INC.,2017-11-28,186272,90138,31356,  -13130,   -8006,     853
9690,SILVER - COMMODITY EXCHANGE INC.,2017-11-21,199402,98144,30503,    -497,      74,    1606
9691,SILVER - COMMODITY EXCHANGE INC.,2017-11-14,199899,98070,28897,   -3431,   -1802,   -2073
9692,SILVER - COMMODITY EXCHANGE INC.,2017-11-07,203330,99872,30970,    4477,    4490,   -4260
9693,SILVER - COMMODITY EXCHANGE INC.,2017-10-31,198853,95382,35230,    4954,     -31,    4937
9694,SILVER - COMMODITY EXCHANGE INC.,2017-10-24,193899,95413,30293,    1971,     588,    -617
9695,SILVER - COMMODITY EXCHANGE INC.,2017-10-17,191928,94825,30910,    3670,    2630,   -2177
9696,SILVER - COMMODITY EXCHANGE INC.,2017-10-10,188258,92195,33087,    4764,    1098,    1169
9697,SILVER - COMMODITY EXCHANGE INC.,2017-10-03,183494,91097,31918,   -3412,    -715,     366
9698,SILVER - COMMODITY EXCHANGE INC.,2017-09-26,186906,91812,31552,   -6088,   -7875,    -332
9699,SILVER - COMMODITY EXCHANGE INC.,2017-09-19,192994,99687,31884,    4787,   -2556,    4628
9700,SILVER - COMMODITY EXCHANGE INC.,2017-09-12,188207,102243,27256,    4931,    5869,   -4947
9701,SILVER - COMMODITY EXCHANGE INC.,2017-09-05,183276,96374,32203,     453,    3444,   -7082
9702,SILVER - COMMODITY EXCHANGE INC.,2017-08-29,182823,92930,39285,   -4404,    1625,   -7474
9703,SILVER - COMMODITY EXCHANGE INC.,2017-08-22,187227,91305,46759,    -728,    -291,   -5986
9704,SILVER - COMMODITY EXCHANGE INC.,2017-08-15,187955,91596,52745,   -7208,     251,   -4736
9705,SILVER - COMMODITY EXCHANGE INC.,2017-08-08,195163,91345,57481,  -12095,    -914,   -4019
9706,SILVER - COMMODITY EXCHANGE INC.,2017-08-01,207258,92259,61500,     911,    1394,   -9948
9707,SILVER - COMMODITY EXCHANGE INC.,2017-07-25,206347,90865,71448,   -3342,      89,   -9952
9708,SILVER - COMMODITY EXCHANGE INC.,2017-07-18,209689,90776,81400,    2097,    -398,    4231
9709,SILVER - COMMODITY EXCHANGE INC.,2017-07-11,207592,91174,77169,    4051,    -822,   11448
9710,SILVER - COMMODITY EXCHANGE INC.,2017-07-03,203541,91996,65721,   -1096,   -1873,    7384
9711,SILVER - COMMODITY EXCHANGE INC.,2017-06-27,204637,93869,58337,    4708,   -2131,    9018
9712,SILVER - COMMODITY EXCHANGE INC.,2017-06-20,199929,96000,49319,   -1285,   -6702,    7275
9713,SILVER - COMMODITY EXCHANGE INC.,2017-06-13,201214,102702,42044,   -7753,     989,    6272
9714,SILVER - COMMODITY EXCHANGE INC.,2017-06-06,208967,101713,35772,    3732,    5145,     618
9715,SILVER - COMMODITY EXCHANGE INC.,2017-05-30,205235,96568,35154,    1776,      37,  -10204
9716,SILVER - COMMODITY EXCHANGE INC.,2017-05-23,203459,96531,45358,  -11668,   -3611,  -11780
9717,SILVER - COMMODITY EXCHANGE INC.,2017-05-16,215127,100142,57138,   19044,    5160,   15811
9718,SILVER - COMMODITY EXCHANGE INC.,2017-05-09,196083,94982,41327,    6843,   -6556,   11156
9719,SILVER - COMMODITY EXCHANGE INC.,2017-05-02,189240,101538,30171,  -25542,  -19480,    2766
9720,SILVER - COMMODITY EXCHANGE INC.,2017-04-25,214782,121018,27405,  -13202,   -7360,    2914
9721,SILVER - COMMODITY EXCHANGE INC.,2017-04-18,227984,128378,24491,    7812,   -3591,   -1963
9722,SILVER - COMMODITY EXCHANGE INC.,2017-04-11,220172,131969,26454,    1012,    5445,    1312
9723,SILVER - COMMODITY EXCHANGE INC.,2017-04-04,219160,126524,25142,   17331,   14327,    3633
9724,SILVER - COMMODITY EXCHANGE INC.,2017-03-28,201829,112197,21509,   11010,   11860,     284
9725,SILVER - COMMODITY EXCHANGE INC.,2017-03-21,190819,100337,21225,    3883,   -2338,    1428
9726,SILVER - COMMODITY EXCHANGE INC.,2017-03-14,186936,102675,19797,   -5462,  -10762,    -187
9727,SILVER - COMMODITY EXCHANGE INC.,2017-03-07,192398,113437,19984,   -5231,   -1792,     178
9728,SILVER - COMMODITY EXCHANGE INC.,2017-02-28,197629,115229,19806,  -10518,    6381,   -1025
9729,SILVER - COMMODITY EXCHANGE INC.,2017-02-21,208147,108848,20831,   12809,    4083,     878
9730,SILVER - COMMODITY EXCHANGE INC.,2017-02-14,195338,104765,19953,    1402,    6205,    -330
9731,SILVER - COMMODITY EXCHANGE INC.,2017-02-07,193936,98560,20283,    7097,    1651,    -652
9732,SILVER - COMMODITY EXCHANGE INC.,2017-01-31,186839,96909,20935,    9238,    4590,    -363
9733,SILVER - COMMODITY EXCHANGE INC.,2017-01-24,177601,92319,21298,    5545,    1481,     -58
9734,SILVER - COMMODITY EXCHANGE INC.,2017-01-17,172056,90838,21356,    7016,    2408,   -2473
9735,SILVER - COMMODITY EXCHANGE INC.,2017-01-10,165040,88430,23829,    1228,    1609,   -1701
9736,SILVER - COMMODITY EXCHANGE INC.,2017-01-03,163812,86821,25530,     715,    2491,     111
0,SILVER - COMMODITY EXCHANGE INC.,2016-12-27,163097,84330,25419,    3400,     801,    2784
1,SILVER - COMMODITY EXCHANGE INC.,2016-12-20,159697,83529,22635,   -3859,   -3511,    2528
2,SILVER - COMMODITY EXCHANGE INC.,2016-12-13,163556,87040,20107,    4219,    5545,   -2023
3,SILVER - COMMODITY EXCHANGE INC.,2016-12-06,159337,81495,22130,    2711,    2010,    1685
4,SILVER - COMMODITY EXCHANGE INC.,2016-11-29,156626,79485,20445,  -13035,   -2350,   -1223
5,SILVER - COMMODITY EXCHANGE INC.,2016-11-22,169661,81835,21668,   -5170,   -3740,   -1301
6,SILVER - COMMODITY EXCHANGE INC.,2016-11-15,174831,85575,22969,  -13434,   -3785,   -1122
7,SILVER - COMMODITY EXCHANGE INC.,2016-11-08,188265,89360,24091,   -8647,     127,   -3006
8,SILVER - COMMODITY EXCHANGE INC.,2016-11-01,196912,89233,27097,     601,   -2980,   -8043
9,SILVER - COMMODITY EXCHANGE INC.,2016-10-25,196311,92213,35140,    7082,   -2017,     196
10,SILVER - COMMODITY EXCHANGE INC.,2016-10-18,189229,94230,34944,    1760,   -3297,     310
11,SILVER - COMMODITY EXCHANGE INC.,2016-10-11,187469,97527,34634,  -11278,  -13237,    -327
12,SILVER - COMMODITY EXCHANGE INC.,2016-10-04,198747,110764,34961,   -2739,   -6184,    2875
13,SILVER - COMMODITY EXCHANGE INC.,2016-09-27,201486,116948,32086,    7985,    3381,    1154
14,SILVER - COMMODITY EXCHANGE INC.,2016-09-20,193501,113567,30932,    -452,    -225,   -1292
15,SILVER - COMMODITY EXCHANGE INC.,2016-09-13,193953,113792,32224,   -5244,   -4267,    2193
16,SILVER - COMMODITY EXCHANGE INC.,2016-09-06,199197,118059,30031,    9781,    3829,     155
17,SILVER - COMMODITY EXCHANGE INC.,2016-08-30,189416,114230,29876,  -16848,   -4126,   -5277
18,SILVER - COMMODITY EXCHANGE INC.,2016-08-23,206264,118356,35153,     359,    -632,    1154
19,SILVER - COMMODITY EXCHANGE INC.,2016-08-16,205905,118988,33999,   -4742,   -3177,    2898
20,SILVER - COMMODITY EXCHANGE INC.,2016-08-09,210647,122165,31101,  -13893,    -511,    1859
21,SILVER - COMMODITY EXCHANGE INC.,2016-08-02,224540,122676,29242,    6241,   -1061,    1582
22,SILVER - COMMODITY EXCHANGE INC.,2016-07-26,218299,123737,27660,    -907,    2898,    1211
23,SILVER - COMMODITY EXCHANGE INC.,2016-07-19,219206,120839,26449,    4589,    6463,    -275
24,SILVER - COMMODITY EXCHANGE INC.,2016-07-12,214617,114376,26724,    3270,    3028,    1130
25,SILVER - COMMODITY EXCHANGE INC.,2016-07-05,211347,111348,25594,     -49,    3793,    1700
26,SILVER - COMMODITY EXCHANGE INC.,2016-06-28,211396,107555,23894,    5778,     613,   -2805
27,SILVER - COMMODITY EXCHANGE INC.,2016-06-21,205618,106942,26699,    6507,    9572,   -1032
28,SILVER - COMMODITY EXCHANGE INC.,2016-06-14,199111,97370,27731,    6735,   10694,   -1904
29,SILVER - COMMODITY EXCHANGE INC.,2016-06-07,192376,86676,29635,   -5742,   -3139,    1451
30,SILVER - COMMODITY EXCHANGE INC.,2016-05-31,198118,89815,28184,   -5564,   -7427,   -3174
31,SILVER - COMMODITY EXCHANGE INC.,2016-05-24,203682,97242,31358,   -3712,   -8746,    2572
32,SILVER - COMMODITY EXCHANGE INC.,2016-05-17,207394,105988,28786,    2003,   -1856,    1213
33,SILVER - COMMODITY EXCHANGE INC.,2016-05-10,205391,107844,27573,    7154,    7443,    3047
34,SILVER - COMMODITY EXCHANGE INC.,2016-05-03,198237,100401,24526,   -8511,     627,    3525
35,SILVER - COMMODITY EXCHANGE INC.,2016-04-26,206748,99774,21001,   12238,    4786,   -2559
36,SILVER - COMMODITY EXCHANGE INC.,2016-04-19,194510,94988,23560,    9710,    7096,   -1864
37,SILVER - COMMODITY EXCHANGE INC.,2016-04-12,184800,87892,25424,    4887,    7950,   -2507
38,SILVER - COMMODITY EXCHANGE INC.,2016-04-05,179913,79942,27931,    4658,     449,    2945
39,SILVER - COMMODITY EXCHANGE INC.,2016-03-29,175255,79493,24986,    -520,   -3440,    5482
40,SILVER - COMMODITY EXCHANGE INC.,2016-03-22,175775,82933,19504,    9595,    6327,     971
41,SILVER - COMMODITY EXCHANGE INC.,2016-03-15,166180,76606,18533,   -3695,   -3273,   -1462
42,SILVER - COMMODITY EXCHANGE INC.,2016-03-08,169875,79879,19995,    7582,    1272,   -3132
43,SILVER - COMMODITY EXCHANGE INC.,2016-03-01,162293,78607,23127,  -12404,   -4582,    1865
44,SILVER - COMMODITY EXCHANGE INC.,2016-02-23,174697,83189,21262,    8052,    2940,    -270
45,SILVER - COMMODITY EXCHANGE INC.,2016-02-16,166645,80249,21532,    1981,    2141,   -3894
