Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-08-02,101415,124468,4663,-2182,192971,-2054,-23053,6845.0,0.04905929043889046,0.0010075680911540985,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-07-26,96752,126650,-1213,-2075,195025,-1098,-29898,862.0,0.04889807850122452,7.167458534240723e-06,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-07-19,97965,128725,-6750,772,196123,512,-30760,-7522.0,0.04891166463494301,0.00017824769020080566,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-07-12,104715,127953,-2426,6394,195611,-1852,-23238,-8820.0,0.04825975000858307,0.00033595412969589233,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-07-05,107141,121559,110,548,197463,3927,-14418,-438.0,0.04933788627386093,0.0006118267774581909,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-06-28,107031,121011,10884,-2006,193536,2271,-13980,12890.0,0.050243932753801346,0.0006077662110328674,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-06-21,96147,123017,-17946,-17457,191265,-6110,-26870,-489.0,0.04933764412999153,-0.00032218918204307556,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-06-14,114093,140474,-5069,54038,197375,-50809,-26381,-59107.0,0.0488596148788929,0.00022304430603981018,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-06-07,119162,86436,4682,7405,248184,35341,32726,-2723.0,0.051137033849954605,5.590170621871948e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-05-31,114480,79031,31449,25792,212843,35718,35449,5657.0,0.05119986832141876,0.00030602142214775085,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-05-24,83031,53239,5212,3635,177125,6201,29792,1577.0,0.05020594596862793,-0.00019042566418647766,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-05-17,77819,49604,13898,2408,170924,17066,28215,11490.0,0.049952294677495956,-0.00020948052406311035,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-05-10,63921,47196,61,-2041,153858,1925,16725,2102.0,0.049107424914836884,4.057586193084717e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-05-03,63860,49237,-3529,1974,151933,-4833,14623,-5503.0,0.04890406131744385,-0.00040545687079429626,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-04-26,67389,47263,-6321,-4783,156766,-8637,20126,-1538.0,0.04946919530630112,0.000402253121137619,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-04-19,73710,52046,-7872,-14576,165403,-10502,21664,6704.0,0.05051729455590248,0.0005625300109386444,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-04-12,81582,66622,2854,-11196,175905,3193,14960,14050.0,0.05014557018876076,-0.0003510899841785431,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-04-05,78728,77818,3647,-5510,172712,14933,910,9157.0,0.05048128589987755,0.00043774768710136414,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-03-29,75081,83328,16931,7127,157779,23013,-8247,9804.0,0.04977291077375412,-0.00031324103474617004,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-03-22,58150,76201,18986,26461,134766,32017,-18051,-7475.0,0.04906313866376877,-0.00026549771428108215,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-03-15,39164,49740,-36856,26737,102749,-63684,-10576,-63593.0,0.04784604534506798,-0.00020177289843559265,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-03-08,76020,23003,1049,-9590,166433,11769,53017,10639.0,0.04693656787276268,0.0001253262162208557,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-03-01,74971,32593,2125,-23428,154664,-16635,42378,25553.0,0.04887418448925018,0.0004318505525588989,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-02-22,72846,56021,13361,5510,171299,20201,16825,7851.0,0.04920538142323494,-6.929785013198853e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-02-15,59485,50511,14388,6658,151098,16841,8974,7730.0,0.04899801313877106,-6.055086851119995e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-02-08,45097,43853,-8670,-9184,134257,-7095,1244,514.0,0.04858897998929024,3.968179225921631e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-02-01,53767,53037,-12682,-14202,141352,-8790,730,1520.0,0.048482730984687805,-0.00018925219774246216,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-01-25,66449,67239,-9012,-3302,150142,-1636,-790,-5710.0,0.04860543832182884,7.823854684829712e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-01-18,75461,70541,22267,12896,151778,24623,4920,9371.0,0.049286577850580215,0.0002640858292579651,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-01-11,53194,57645,8318,3279,127155,7407,-4451,5039.0,0.049120254814624786,7.783249020576477e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2022-01-04,44876,54366,11315,11797,119748,17330,-9490,-482.0,0.048813823610544205,8.562952280044556e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-12-28,33561,42569,3540,7756,102418,7949,-9008,-4216.0,0.048347484320402145,-5.007162690162659e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-12-21,30021,34813,-4727,-10608,94469,-6580,-4792,5881.0,0.0481802336871624,0.00015526264905929565,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-12-14,34748,45421,-36043,-89496,101049,-99124,-10673,53453.0,0.04763356223702431,0.0005057677626609802,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-12-07,70791,134917,-15049,-10670,200173,4454,-64126,-4379.0,0.047117140144109726,-0.0004380457103252411,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-11-30,85840,145587,5149,15435,195719,11476,-59747,-10286.0,0.04612376168370247,-0.0005794577300548553,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-11-23,80691,130152,10707,12513,184243,14141,-49461,-1806.0,0.0476333387196064,0.0006088130176067352,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-11-16,69984,117639,8193,7441,170102,5950,-47655,752.0,0.04855594411492348,0.00037199631333351135,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-11-09,61791,110198,238,-2373,164152,-3524,-48407,2611.0,0.0491812527179718,-3.340095281600952e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-11-02,61553,112571,-2124,5605,167676,5134,-51018,-7729.0,0.04798556864261627,-0.00013693049550056458,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-10-26,63677,106966,-6515,-1797,162542,-1726,-43289,-4718.0,0.04957735538482666,6.483122706413269e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-10-19,70192,108763,-3937,-5000,164268,-7486,-38571,1063.0,0.04902561753988266,-0.0004252307116985321,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-10-12,74129,113763,-2945,1110,171754,3635,-39634,-4055.0,0.047968532890081406,-0.00015465915203094482,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-10-05,77074,112653,-15349,635,168119,-4521,-35579,-15984.0,0.04877667874097824,0.00016266480088233948,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-09-28,92423,112018,3690,4270,172640,2742,-19595,-580.0,0.04977724701166153,0.0005882978439331055,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-09-21,88733,107748,-7215,-4052,169898,-6878,-19015,-3163.0,0.049704406410455704,2.4098902940750122e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-09-14,95948,111800,7780,6115,176776,-3764,-15852,1665.0,0.05034739896655083,8.932501077651978e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-09-07,88168,105685,16116,12590,180540,27255,-17517,3526.0,0.05028132349252701,0.00010016933083534241,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-08-31,72052,93095,985,-1802,153285,1162,-21043,2787.0,0.0496542826294899,-0.00019715726375579834,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-08-24,71067,94897,-5463,-750,152123,-7476,-23830,-4713.0,0.04921756684780121,-0.0002724379301071167,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-08-17,76530,95647,6712,1942,159599,7089,-19117,4770.0,0.050301555544137955,0.00029542669653892517,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-08-10,69818,93705,-969,1621,152510,-1853,-23887,-2590.0,0.04982593283057213,1.560896635055542e-06,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-08-03,70787,92084,5383,273,154363,4015,-21297,5110.0,0.050246965140104294,-9.891018271446228e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-07-27,65404,91811,-737,-2751,150348,3936,-26407,2014.0,0.04993932321667671,-0.0001756921410560608,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-07-20,66141,94562,-3470,-2481,146412,-2970,-28421,-989.0,0.04990493133664131,0.00024275481700897217,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-07-13,69611,97043,-1177,3922,149382,1923,-27432,-5099.0,0.05043525621294975,0.0005405358970165253,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-07-06,70788,93121,-661,2218,147459,3024,-22333,-2879.0,0.050441619008779526,0.00047075003385543823,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-06-29,71449,90903,9494,357,144435,4561,-19454,9137.0,0.0504612922668457,-3.585219383239746e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-06-22,61955,90546,-6720,-2059,139874,-4931,-28591,-4661.0,0.048766572028398514,-0.0003993287682533264,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-06-15,68675,92605,4861,22230,144805,-15006,-23930,-17369.0,0.05014265701174736,0.0001958496868610382,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-06-08,63814,70375,-6066,-3151,159811,304,-6561,-2915.0,0.0504479818046093,-0.0003080815076828003,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-06-01,69880,73526,6012,1160,159507,12615,-3646,4852.0,0.05020710453391075,0.00010991841554641724,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-05-25,63868,72366,1617,-3,146892,2180,-8498,1620.0,0.05031699687242508,8.038058876991272e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-05-18,62251,72369,626,2264,144712,1389,-10118,-1638.0,0.0506039597094059,0.00022074207663536072,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-05-11,61625,70105,-4323,-289,143323,-2625,-8480,-4034.0,0.050218574702739716,0.0001276358962059021,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-05-04,65948,70394,-9606,-4200,145948,-8896,-4446,-5406.0,0.0495348684489727,1.4960765838623047e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-04-27,75554,74594,7542,3028,154844,8307,960,4514.0,0.05035601556301117,0.00043738260865211487,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-04-20,68012,71566,4625,-3799,146537,2918,-3554,8424.0,0.05047076568007469,0.0003379136323928833,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-04-13,63387,75365,5777,4613,143619,6749,-11978,1164.0,0.04964151233434677,-0.00019030645489692688,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-04-06,57610,70752,-479,-2450,136870,373,-13142,1971.0,0.04924717918038368,-0.0003204420208930969,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-03-30,58089,73202,5677,-104,136497,6293,-15113,5781.0,0.048526305705308914,-7.400661706924438e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-03-23,52412,73306,12275,3712,130204,16280,-20894,8563.0,0.04860175400972366,0.0005431100726127625,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-03-16,40137,69594,-10212,21097,113924,-53363,-29457,-31309.0,0.048387039452791214,-0.00015829876065254211,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-03-09,50349,48497,-1749,830,167287,7532,1852,-2579.0,0.04652787744998932,-0.0006668232381343842,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-03-02,52098,47667,-2557,-3963,159755,-5845,4431,1406.0,0.04841670021414757,-0.00011895224452018738,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-02-23,54655,51630,-3015,-4628,165600,2278,3025,1613.0,0.048211291432380676,-0.0005376413464546204,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-02-16,57670,56258,4467,4538,163322,5282,1412,-71.0,0.050127070397138596,0.0006846338510513306,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-02-09,53203,51720,-203,1182,158040,7259,1483,-1385.0,0.0497436486184597,-4.7598034143447876e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-02-02,53406,50538,-4895,-8713,150781,128,2868,3818.0,0.049096234142780304,-0.0005619190633296967,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-26,58301,59251,5411,-1326,150653,4918,-950,6737.0,0.04973845183849335,-0.0002908147871494293,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-19,52890,60577,-4680,-2445,145735,-5509,-7687,-2235.0,0.05077263340353966,-0.00015423819422721863,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-12,57570,63022,4992,2721,151244,9953,-5452,2271.0,0.04984448477625847,-0.0006747767329216003,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-05,52578,60301,-4351,-1886,141291,-1291,-7723,-2465.0,0.050144292414188385,-0.00010140612721443176,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-29,56929,62187,331,-2660,142582,-232,-5258,2991.0,0.04998438060283661,-0.00017865002155303955,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-21,56598,64847,-5737,-715,142814,-99,-8249,-5022.0,0.04976624622941017,-0.00027779117226600647,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-15,62335,65562,-8108,21641,142913,-48920,-3227,-29749.0,0.04943583905696869,-0.000744108110666275,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-08,70443,43921,-2437,82,191833,42124,26522,-2519.0,0.050273943692445755,-0.0002924017608165741,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-01,72880,43839,9724,4478,149709,12922,29041,5246.0,0.049599237740039825,-0.000328991562128067,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-24,63156,39361,3357,-29,136787,4470,23795,3386.0,0.04974741116166115,-0.00018986687064170837,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-17,59799,39390,2400,313,132317,3707,20409,2087.0,0.04935846105217934,4.755333065986633e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-10,57399,39077,3411,9186,128610,10417,18322,-5775.0,0.04917557165026665,-3.194063901901245e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-03,53988,29891,-9147,-5298,118193,-7675,24097,-3849.0,0.04679030179977417,-0.0007479079067707062,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-27,63135,35189,6889,-1215,125868,920,27946,8104.0,0.04770129546523094,0.00012597441673278809,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-20,56246,36404,4917,7553,124948,6120,19842,-2636.0,0.04715368524193764,-0.0002563074231147766,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-13,51329,28851,128,-1008,118828,-1846,22478,1136.0,0.04717225953936577,0.0002975836396217346,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-06,51201,29859,7867,-839,120674,-1244,21342,8706.0,0.0468093566596508,0.0007014013826847076,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-29,43334,30698,-16150,-2136,121918,-14800,12636,-14014.0,0.04474453255534172,4.8801302909851074e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-22,59484,32834,3006,2827,136718,2236,26650,179.0,0.04684973135590553,0.000712566077709198,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-15,56478,30007,3288,-14810,134482,-15905,26471,18098.0,0.04747255891561508,0.00017334520816802979,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-08,53190,44817,7881,5477,150387,17656,8373,2404.0,0.0463087297976017,0.0005890503525733948,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-01,45309,39340,2912,805,132731,-2063,5969,2107.0,0.045635949820280075,-0.00035099685192108154,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-25,42397,38535,-53,423,134794,252,3862,-476.0,0.04551040008664131,-0.00016275420784950256,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-18,42450,38112,-1790,379,134542,3634,4338,-2169.0,0.0451626293361187,-2.224370837211609e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-11,44240,37733,1548,-1960,130908,2416,6507,3508.0,0.044529348611831665,-9.08002257347107e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-04,42692,39693,-9159,-1294,128492,-5422,2999,-7865.0,0.04419752582907677,5.27501106262207e-06,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-28,51851,40987,2390,1374,133914,5778,10864,1016.0,0.045586954802274704,-5.6140124797821045e-06,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-21,49461,39613,724,2747,128136,3329,9848,-2023.0,0.04446709156036377,-0.00038239359855651855,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-14,48737,36866,-2111,998,124807,1869,11871,-3109.0,0.044033851474523544,-0.0006169788539409637,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-07,50848,35868,-4947,1029,122938,931,14980,-5976.0,0.044820938259363174,0.0009472407400608063,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-30,55795,34839,4194,6416,122007,8717,20956,-2222.0,0.04337158426642418,-9.817257523536682e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-23,51601,28423,2343,1271,113290,3961,23178,1072.0,0.04464465379714966,-1.9837170839309692e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-16,49258,27152,-9695,-32647,109329,-26608,22106,22952.0,0.04513559862971306,0.00023056939244270325,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-09,58953,59799,2290,11453,135937,13323,-846,-9163.0,0.04657011106610298,0.0008817873895168304,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-02,56663,48346,13369,9743,122614,-6338,8317,3626.0,0.04536711052060127,-0.0006653517484664917,4,Market is weakening (Bullish Reversal)
