As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
1994-08-09,3113,0,     589,       0,9023,3113,Bullish
1994-08-02,2524,0,     289,       0,8026,2524,Bullish
1994-07-26,2235,0,     542,    -209,7881,2235,Bullish
1994-07-19,1693,209,     182,       0,6386,1484,Bullish Reversal
1994-07-12,1511,209,     700,    -206,6575,1302,Bullish
1994-07-05,811,415,     424,     206,6183,396,Bullish Reversal
1994-06-28,387,209,   -2871,     -82,6314,178,Bearish Reversal
1994-06-21,3258,291,     669,     291,8455,2967,Bullish Reversal
1994-06-14,2589,0,    -563,    -505,11625,2589,Bearish
1994-06-07,3152,505,    -120,     157,10944,2647,Bearish
1994-05-31,3272,348,     -35,     -76,9728,2924,Bullish
1994-05-24,3307,424,    1087,     -87,9553,2883,Bullish
1994-05-17,2220,511,    1143,     511,7632,1709,Bullish
1994-05-10,1077,0,    -413,       0,5873,1077,Bearish
1994-05-03,1490,0,     111,       0,5365,1490,Bullish Reversal
1994-04-26,1379,0,     -82,       0,6137,1379,Bearish Reversal
1994-04-19,1461,0,     235,       0,6157,1461,Bullish Reversal
1994-04-12,1226,0,     760,    -866,6288,1226,Bullish
1994-04-05,466,866,    -636,     594,3939,-400,Bearish
1994-03-29,1102,272,    -648,       0,3931,830,Bearish Reversal
1994-03-22,1750,272,     193,       0,4480,1478,Bullish Reversal
1994-03-15,1557,272,   -1083,     272,7029,1285,Bearish Reversal
1994-03-08,2640,0,   -1068,       0,8150,2640,Bearish
1994-03-01,3708,0,     163,       0,7653,3708,Bullish
1994-02-22,3545,0,     386,       0,7354,3545,Bullish
1994-02-15,3159,0,    -308,       0,7178,3159,Bearish Reversal
1994-02-08,3467,0,      -7,       0,8061,3467,Bearish
1994-02-01,3474,0,   -1116,       0,8042,3474,Bearish Reversal
1994-01-25,4590,0,    1156,    -383,8978,4590,Bullish
1994-01-18,3434,383,     552,       0,7943,3051,Bullish
1994-01-11,2882,383,     310,      53,7171,2499,Bullish
1994-01-04,2572,330,    1012,     330,6804,2242,Bullish
1993-12-28,1560,0,    -254,    -486,5332,1560,Bullish
1993-12-21,1814,486,    1477,     140,5093,1328,Bullish Reversal
1993-12-14,337,346,     337,      38,5541,-9,Bullish
1993-12-07,0,308,       0,    -105,4982,-308,Bullish
1993-11-30,0,413,       0,       0,3855,-413,No signal
1993-11-23,0,413,       0,       0,3727,-413,No signal
1993-11-16,0,413,    -799,      42,3798,-413,Bearish Reversal
1993-11-09,799,371,     350,    -223,5081,428,Bullish
1993-11-02,449,594,     449,    -555,4487,-145,Bullish
1993-10-26,0,1149,       0,    -116,4008,-1149,Bullish Reversal
1993-10-19,0,1265,       0,    -470,4181,-1265,Bullish Reversal
1993-10-12,0,1735,       0,    -895,4801,-1735,Bullish Reversal
1993-10-05,0,2630,       0,     429,5950,-2630,Bearish
1993-09-28,0,2201,       0,       0,5781,-2201,No signal
1993-09-21,0,2201,       0,      70,6173,-2201,Bearish Reversal
1993-09-14,0,2131,    -200,     156,8799,-2131,Bearish
1993-09-07,200,1975,   -1904,     835,7970,-1775,Bearish
1993-08-31,2104,1140,      91,     229,5500,964,Bearish
1993-08-24,2013,911,    -838,     175,5447,1102,Bearish Reversal
1993-08-17,2851,736,    1621,     210,5953,2115,Bullish
1993-08-10,1230,526,    1000,    -124,4638,704,Bullish Reversal
1993-08-03,230,650,     230,    -303,4849,-420,Bullish
1993-07-27,0,953,       0,      13,3842,-953,Bearish Reversal
1993-07-20,0,940,       0,     232,3967,-940,Bearish Reversal
1993-07-13,0,708,       0,     -73,3991,-708,Bullish Reversal
1993-07-06,0,781,       0,    -200,4027,-781,Bullish Reversal
1993-06-29,0,981,       0,     104,4041,-981,Bearish
1993-06-22,0,877,    -218,      71,3685,-877,Bearish Reversal
1993-06-15,218,806,     -55,       0,7000,-588,Bearish Reversal
1993-06-08,273,806,      41,     115,7243,-533,Bearish
1993-06-01,232,691,     -41,     358,5062,-459,Bearish
1993-05-25,273,333,      32,     117,4524,-60,Bearish
1993-05-18,241,216,     -78,     216,4336,25,Bearish
1993-05-11,319,0,       0,       0,4197,319,No signal
1993-05-04,319,0,    -331,       0,3026,319,Bearish Reversal
1993-04-27,650,0,      -6,       0,3445,650,Bearish
1993-04-20,656,0,     108,       0,3067,656,Bullish
1993-04-13,548,0,     221,       0,2612,548,Bullish
1993-04-06,327,0,    -732,       0,2558,327,Bearish Reversal
1993-03-30,1059,0,       0,       0,3480,1059,No signal
1993-03-23,1059,0,     187,       0,3633,1059,Bullish Reversal
1993-03-16,872,0,     134,       0,6054,872,Bullish
1993-03-09,738,0,       0,       0,4926,738,No signal
1993-03-02,738,0,     452,    -311,4640,738,Bullish
1993-02-23,286,311,     286,    -540,3376,-25,Bullish Reversal
1993-02-16,0,851,       0,    -401,3409,-851,Bullish Reversal
1993-02-09,0,1252,       0,    -367,3812,-1252,Bullish Reversal
1993-02-02,0,1619,       0,     202,4597,-1619,Bearish Reversal
1993-01-26,0,1417,       0,    -209,4619,-1417,Bullish Reversal
1993-01-19,0,1626,       0,       0,4631,-1626,No signal
1993-01-12,0,1626,       0,     300,4477,-1626,Bearish
1993-01-05,0,1326,       0,     583,3705,-1326,Bearish
1992-12-29,0,743,       0,       0,2398,-743,No signal
1992-12-22,0,743,       0,       0,2394,-743,No signal
1992-12-15,0,743,       0,       0,4320,-743,No signal
1992-12-08,0,743,       0,    -373,4165,-743,Bullish Reversal
1992-12-01,0,1116,    -218,     -21,5237,-1116,Bearish
1992-11-24,218,1137,     218,       0,4518,-919,Bullish
1992-11-17,0,1137,       0,     223,4376,-1137,Bearish
1992-11-10,0,914,       0,       0,4115,-914,No signal
1992-11-03,0,914,       0,     397,4101,-914,Bearish
1992-10-27,0,517,       0,       0,3644,-517,No signal
1992-10-20,0,517,       0,    -156,2953,-517,Bullish Reversal
1992-10-13,0,673,       0,       0,2997,-673,No signal
1992-10-06,0,673,       0,       0,3085,-673,No signal
1992-09-30,0,673,       0,     261,3115,-673,Bearish Reversal
1992-09-15,0,412,       0,    -546,5434,-412,Bullish
1992-08-31,0,958,       0,      69,3725,-958,Bearish
1992-08-14,0,889,       0,     559,3451,-889,Bearish
1992-06-15,0,0,    -217,       0,2783,0,Bearish
1992-05-29,217,0,       0,       0,2563,217,No signal
1992-05-15,217,0,     -27,       0,2515,217,Bearish
1992-04-30,244,0,.,.,2477,244,No signal
1992-04-15,510,0,       0,       0,3185,510,Bullish
1991-06-14,204,0,     204,       0,3181,204,Bullish
1991-02-15,0,0,       0,       0,1908,0,No signal
1991-01-15,0,0,       0,    -227,1960,0,Bullish
1990-12-14,0,227,       0,     227,3441,-227,Bearish
1990-11-30,0,0,       0,       0,3152,0,No signal
1990-11-15,0,0,       0,       0,2797,0,No signal
1990-10-15,0,0,       0,       0,1889,0,No signal
1990-09-14,0,0,       0,       0,3281,0,No signal
1990-08-31,0,0,       0,       0,3070,0,No signal
1990-08-15,0,0,       0,       0,2639,0,Bearish Reversal
1990-07-13,505,0,     505,       0,2661,505,Bullish
1990-05-15,0,444,       0,     -30,2274,-444,Bullish Reversal
1990-04-30,0,474,       0,    -175,2968,-474,Bearish
1990-03-30,0,459,       0,     159,2343,-459,Bearish Reversal
1990-03-15,0,300,       0,       0,3431,-300,No signal
1990-02-15,200,500,     200,     300,3799,-300,Bearish
1990-01-31,0,200,    -209,    -398,3313,-200,Bullish
1990-01-15,209,598,   -1236,       1,2343,-389,Bearish Reversal
1989-12-29,1445,597,     890,     597,2554,848,Bullish
1989-09-15,240,107,     240,     107,3436,133,Bullish
1989-08-31,0,0,       0,    -417,2521,0,Bullish Reversal
1989-08-15,0,417,       0,     214,2572,-417,Bearish
1989-07-31,0,203,       0,       0,2227,-203,No signal
1989-07-14,0,203,    -231,       0,2056,-203,Bearish Reversal
1989-06-30,231,203,     231,     -58,2793,28,Bullish Reversal
1989-06-15,0,261,      -5,   -1098,4367,-261,Bullish
1989-05-31,5,1359,       5,    1158,4119,-1354,Bearish
1989-05-15,0,201,       0,    -267,2828,-201,Bullish
1989-02-28,0,213,       0,     213,3655,-213,Bearish
1988-09-15,980,0,    -613,       0,7023,980,Bearish
1988-08-31,1593,0,     714,       0,6813,1593,Bullish
1988-08-15,879,0,      52,       0,5603,879,Bullish
1988-07-29,827,0,     827,       0,5314,827,Bullish
1988-07-15,0,0,    -236,       0,4773,0,Bearish Reversal
1988-06-30,236,0,   -1182,   -3451,4992,236,Bullish
1988-06-15,1418,3451,   -3540,    -659,4198,-2033,Bearish Reversal
1988-05-31,4958,4110,    3630,    3210,8929,848,Bullish
1988-05-13,1328,900,    1328,     900,2739,428,Bearish
1987-08-31,2700,1157,       0,       0,4142,1543,No signal
1987-08-14,2700,1157,       0,       0,4202,1543,No signal
1987-07-31,2700,1157,     400,     207,4182,1543,Bullish
1987-05-29,633,0,     133,       0,1991,633,Bullish
1987-01-30,392,210,     136,     210,1687,182,No signal
