,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
219,SILVER - COMMODITY EXCHANGE INC.,2020-10-20,76946,32220,      26,   -3912,157845,    -358,44726,3938.0
220,SILVER - COMMODITY EXCHANGE INC.,2020-10-13,76920,36132,    1562,    2031,158203,    2719,40788,-469.0
221,SILVER - COMMODITY EXCHANGE INC.,2020-10-06,75358,34101,     727,     200,155484,   -1824,41257,527.0
222,SILVER - COMMODITY EXCHANGE INC.,2020-09-29,74631,33901,    -378,   -2161,157308,    -600,40730,1783.0
223,SILVER - COMMODITY EXCHANGE INC.,2020-09-22,75009,36062,   -1995,   -2593,157908,   -4489,38947,598.0
224,SILVER - COMMODITY EXCHANGE INC.,2020-09-15,77004,38655,    3985,    -884,162397,    3406,38349,4869.0
225,SILVER - COMMODITY EXCHANGE INC.,2020-09-08,73019,39539,   -3327,   -3335,158991,   -7458,33480,8.0
226,SILVER - COMMODITY EXCHANGE INC.,2020-09-01,76346,42874,    2035,    -100,166449,  -21182,33472,2135.0
227,SILVER - COMMODITY EXCHANGE INC.,2020-08-25,74311,42974,    3028,   -1753,187631,   -7266,31337,4781.0
228,SILVER - COMMODITY EXCHANGE INC.,2020-08-18,71283,44727,    3855,     867,194897,   -3172,26556,2988.0
229,SILVER - COMMODITY EXCHANGE INC.,2020-08-11,67428,43860,   -8070,   -1749,198069,   -7458,23568,-6321.0
230,SILVER - COMMODITY EXCHANGE INC.,2020-08-04,75498,45609,    1097,   -1484,205527,   21507,29889,2581.0
231,SILVER - COMMODITY EXCHANGE INC.,2020-07-28,74401,47093,  -15609,    3838,184020,   -1725,27308,-19447.0
232,SILVER - COMMODITY EXCHANGE INC.,2020-07-21,90010,43255,    4331,    1445,185745,    7378,46755,2886.0
233,SILVER - COMMODITY EXCHANGE INC.,2020-07-14,85679,41810,    4938,   -1106,178367,    8854,43869,6044.0
234,SILVER - COMMODITY EXCHANGE INC.,2020-07-07,80741,42916,    1995,    1771,169513,      95,37825,224.0
235,SILVER - COMMODITY EXCHANGE INC.,2020-06-30,78746,41145,    6887,    7209,169418,  -14026,37601,-322.0
236,SILVER - COMMODITY EXCHANGE INC.,2020-06-23,71859,33936,    5195,    3894,183444,    9058,37923,1301.0
237,SILVER - COMMODITY EXCHANGE INC.,2020-06-16,66664,30042,    1004,   -2253,174386,    -854,36622,3257.0
238,SILVER - COMMODITY EXCHANGE INC.,2020-06-09,65660,32295,     663,    4522,175240,    5570,33365,-3859.0
239,SILVER - COMMODITY EXCHANGE INC.,2020-06-02,64997,27773,    3472,    3437,169670,   11485,37224,35.0
240,SILVER - COMMODITY EXCHANGE INC.,2020-05-26,61525,24336,    7134,     873,158185,    6295,37189,6261.0
241,SILVER - COMMODITY EXCHANGE INC.,2020-05-19,54391,23463,    9634,    4479,151890,   15903,30928,5155.0
242,SILVER - COMMODITY EXCHANGE INC.,2020-05-12,44757,18984,     705,   -2153,135987,    3414,25773,2858.0
243,SILVER - COMMODITY EXCHANGE INC.,2020-05-05,44052,21137,    -968,    1622,132573,   -5776,22915,-2590.0
244,SILVER - COMMODITY EXCHANGE INC.,2020-04-28,45020,19515,   -1668,    1335,138349,   -1258,25505,-3003.0
245,SILVER - COMMODITY EXCHANGE INC.,2020-04-21,46688,18180,   -1315,     731,139607,   -3870,28508,-2046.0
246,SILVER - COMMODITY EXCHANGE INC.,2020-04-14,48003,17449,    1532,     695,143477,    4503,30554,837.0
247,SILVER - COMMODITY EXCHANGE INC.,2020-04-07,46471,16754,    -579,     582,138974,    -282,29717,-1161.0
248,SILVER - COMMODITY EXCHANGE INC.,2020-03-31,47050,16172,   -6027,   -3218,139256,  -11444,30878,-2809.0
249,SILVER - COMMODITY EXCHANGE INC.,2020-03-24,53077,19390,   -8138,     143,150700,  -15982,33687,-8281.0
250,SILVER - COMMODITY EXCHANGE INC.,2020-03-17,61215,19247,  -13902,  -10923,166682,  -20378,41968,-2979.0
251,SILVER - COMMODITY EXCHANGE INC.,2020-03-10,75117,30170,   -7453,   -4097,187060,   -9849,44947,-3356.0
252,SILVER - COMMODITY EXCHANGE INC.,2020-03-03,82570,34267,  -24920,    1570,196909,  -42061,48303,-26490.0
253,SILVER - COMMODITY EXCHANGE INC.,2020-02-25,107490,32697,    -450,    2634,238970,     893,74793,-3084.0
254,SILVER - COMMODITY EXCHANGE INC.,2020-02-18,107940,30063,   11545,    1305,238077,   16219,77877,10240.0
255,SILVER - COMMODITY EXCHANGE INC.,2020-02-11,96395,28758,    -683,    -517,221858,   -3078,67637,-166.0
256,SILVER - COMMODITY EXCHANGE INC.,2020-02-04,97078,29275,   -8559,  -12945,224936,   -6997,67803,4386.0
257,SILVER - COMMODITY EXCHANGE INC.,2020-01-28,105637,42220,   -3507,    1951,231933,   -1925,63417,-5458.0
258,SILVER - COMMODITY EXCHANGE INC.,2020-01-21,109144,40269,   -1618,   -3120,233858,    -781,68875,1502.0
259,SILVER - COMMODITY EXCHANGE INC.,2020-01-14,110762,43389,    1538,    1418,234639,     315,67373,120.0
260,SILVER - COMMODITY EXCHANGE INC.,2020-01-07,109224,41971,    2914,    5389,234324,    4644,67253,-2475.0
261,SILVER - COMMODITY EXCHANGE INC.,2019-12-31,106310,36582,    5280,   -2026,229680,    6634,69728,7306.0
262,SILVER - COMMODITY EXCHANGE INC.,2019-12-24,101030,38608,   12815,   -3826,223046,   16744,62422,16641.0
263,SILVER - COMMODITY EXCHANGE INC.,2019-12-17,88215,42434,    2598,   -2441,206302,    4044,45781,5039.0
264,SILVER - COMMODITY EXCHANGE INC.,2019-12-10,85617,44875,   -3624,    5861,202258,   -3549,40742,-9485.0
265,SILVER - COMMODITY EXCHANGE INC.,2019-12-03,89241,39014,   -1654,     629,205807,   -3796,50227,-2283.0
266,SILVER - COMMODITY EXCHANGE INC.,2019-11-26,90895,38385,     997,   -6797,209603,  -12104,52510,7794.0
267,SILVER - COMMODITY EXCHANGE INC.,2019-11-19,89898,45182,     571,   -6781,221707,    -415,44716,7352.0
268,SILVER - COMMODITY EXCHANGE INC.,2019-11-12,89327,51963,   -7847,    2786,222122,   -5387,37364,-10633.0
269,SILVER - COMMODITY EXCHANGE INC.,2019-11-05,97174,49177,    1806,    7487,227509,    6125,47997,-5681.0
270,SILVER - COMMODITY EXCHANGE INC.,2019-10-29,95368,41690,    5621,   -1314,221384,    6855,53678,6935.0
271,SILVER - COMMODITY EXCHANGE INC.,2019-10-22,89747,43004,    4659,    1905,214529,    3613,46743,2754.0
272,SILVER - COMMODITY EXCHANGE INC.,2019-10-15,85088,41099,   -5004,    1761,210916,   -3052,43989,-6765.0
273,SILVER - COMMODITY EXCHANGE INC.,2019-10-08,90092,39338,     125,    -814,213968,    1702,50754,939.0
274,SILVER - COMMODITY EXCHANGE INC.,2019-10-01,89967,40152,   -4035,   -3121,212266,   -2951,49815,-914.0
275,SILVER - COMMODITY EXCHANGE INC.,2019-09-24,94002,43273,    -623,    4626,215217,    2703,50729,-5249.0
276,SILVER - COMMODITY EXCHANGE INC.,2019-09-17,94625,38647,   -5788,   -1535,212514,   -4919,55978,-4253.0
277,SILVER - COMMODITY EXCHANGE INC.,2019-09-10,100413,40182,   -4564,   -2670,217433,   -8255,60231,-1894.0
278,SILVER - COMMODITY EXCHANGE INC.,2019-09-03,104977,42852,    1489,    -784,225688,  -14282,62125,2273.0
279,SILVER - COMMODITY EXCHANGE INC.,2019-08-27,103488,43636,    7501,   -5637,239970,    1884,59852,13138.0
280,SILVER - COMMODITY EXCHANGE INC.,2019-08-20,95987,49273,   -1533,   -8978,238086,    4247,46714,7445.0
281,SILVER - COMMODITY EXCHANGE INC.,2019-08-13,97520,58251,   -8514,    2049,233839,   -5451,39269,-10563.0
282,SILVER - COMMODITY EXCHANGE INC.,2019-08-06,106034,56202,   -5248,    9217,239290,     231,49832,-14465.0
283,SILVER - COMMODITY EXCHANGE INC.,2019-07-30,111282,46985,    1153,   -8383,239059,    4324,64297,9536.0
284,SILVER - COMMODITY EXCHANGE INC.,2019-07-23,110129,55368,    9680,   -7656,234735,    5270,54761,17336.0
285,SILVER - COMMODITY EXCHANGE INC.,2019-07-16,100449,63024,    4369,   -7905,229465,   10972,37425,12274.0
286,SILVER - COMMODITY EXCHANGE INC.,2019-07-09,96080,70929,   -3659,    1645,218493,   -2731,25151,-5304.0
287,SILVER - COMMODITY EXCHANGE INC.,2019-07-02,99739,69284,    2166,    2276,221224,   -7783,30455,-110.0
288,SILVER - COMMODITY EXCHANGE INC.,2019-06-25,97573,67008,    4298,  -11751,229007,  -10459,30565,16049.0
289,SILVER - COMMODITY EXCHANGE INC.,2019-06-18,93275,78759,    8050,   -3806,239466,   12953,14516,11856.0
290,SILVER - COMMODITY EXCHANGE INC.,2019-06-11,85225,82565,    8572,   -2531,226513,   10368,2660,11103.0
291,SILVER - COMMODITY EXCHANGE INC.,2019-06-04,76653,85096,    2990,  -10976,216145,   -1460,-8443,13966.0
292,SILVER - COMMODITY EXCHANGE INC.,2019-05-28,73663,96072,   -1819,    5928,217605,    7249,-22409,-7747.0
293,SILVER - COMMODITY EXCHANGE INC.,2019-05-21,75482,90144,   -2060,   10393,210356,    6568,-14662,-12453.0
294,SILVER - COMMODITY EXCHANGE INC.,2019-05-14,77542,79751,     196,    1448,203788,    4321,-2209,-1252.0
295,SILVER - COMMODITY EXCHANGE INC.,2019-05-07,77346,78303,     226,    3319,199467,    2857,-957,-3093.0
296,SILVER - COMMODITY EXCHANGE INC.,2019-04-30,77120,74984,    1231,   -1015,196610,  -22503,2136,2246.0
297,SILVER - COMMODITY EXCHANGE INC.,2019-04-23,75889,75999,    -144,    5851,219113,   -5670,-110,-5995.0
298,SILVER - COMMODITY EXCHANGE INC.,2019-04-16,76033,70148,    -377,   10156,224783,   15999,5885,-10533.0
299,SILVER - COMMODITY EXCHANGE INC.,2019-04-09,76410,59992,   -2583,   -2218,208784,    9192,16418,-365.0
300,SILVER - COMMODITY EXCHANGE INC.,2019-04-02,78993,62210,    2452,   12346,199592,    6916,16783,-9894.0
301,SILVER - COMMODITY EXCHANGE INC.,2019-03-26,76541,49864,    1345,   -2022,192676,    3552,26677,3367.0
302,SILVER - COMMODITY EXCHANGE INC.,2019-03-19,75196,51886,    -987,    2785,189124,    -644,23310,-3772.0
303,SILVER - COMMODITY EXCHANGE INC.,2019-03-12,76183,49101,    -771,    4668,189768,    -256,27082,-5439.0
304,SILVER - COMMODITY EXCHANGE INC.,2019-03-05,76954,44433,  -14017,   11775,190024,  -16423,32521,-25792.0
305,SILVER - COMMODITY EXCHANGE INC.,2019-02-26,90971,32658,    1836,   -6208,206447,  -14375,58313,8044.0
306,SILVER - COMMODITY EXCHANGE INC.,2019-02-19,89135,38866,    -587,    2347,220822,    2897,50269,-2934.0
307,SILVER - COMMODITY EXCHANGE INC.,2019-02-12,89722,36519,    -146,    3746,217925,   10824,53203,-3892.0
308,SILVER - COMMODITY EXCHANGE INC.,2019-02-05,89868,32773,    3794,     982,207101,   12206,57095,2812.0
309,SILVER - COMMODITY EXCHANGE INC.,2019-01-29,86074,31791,    2771,   -3356,194895,    6221,54283,6127.0
310,SILVER - COMMODITY EXCHANGE INC.,2019-01-22,83303,35147,   -2656,    1363,188674,   -3248,48156,-4019.0
311,SILVER - COMMODITY EXCHANGE INC.,2019-01-15,85959,33784,    -827,    1021,191922,    5416,52175,-1848.0
312,SILVER - COMMODITY EXCHANGE INC.,2019-01-08,86786,32763,    3764,   -5300,186506,   10347,54023,9064.0
313,SILVER - COMMODITY EXCHANGE INC.,2018-12-31,83022,38063,    5708,  -13701,176159,    2474,44959,19409.0
314,SILVER - COMMODITY EXCHANGE INC.,2018-12-24,77314,51764,    3291,   -2428,173685,     825,25550,5719.0
315,SILVER - COMMODITY EXCHANGE INC.,2018-12-18,74023,54192,    2887,   -5688,172860,   -1211,19831,8575.0
316,SILVER - COMMODITY EXCHANGE INC.,2018-12-11,71136,59880,    1822,  -10069,174071,   -5838,11256,11891.0
317,SILVER - COMMODITY EXCHANGE INC.,2018-12-04,69314,69949,    1501,   -8830,179909,  -19874,-635,10331.0
318,SILVER - COMMODITY EXCHANGE INC.,2018-11-27,67813,78779,   -3833,   -3595,199783,  -23266,-10966,-238.0
319,SILVER - COMMODITY EXCHANGE INC.,2018-11-20,71646,82374,   -2972,   -9389,223049,   -1297,-10728,6417.0
320,SILVER - COMMODITY EXCHANGE INC.,2018-11-13,74618,91763,    1501,   16176,224346,   10780,-17145,-14675.0
321,SILVER - COMMODITY EXCHANGE INC.,2018-11-06,73117,75587,   -2936,   -8936,213566,    4590,-2470,6000.0
322,SILVER - COMMODITY EXCHANGE INC.,2018-10-30,76053,84523,    1037,    4328,208976,    9230,-8470,-3291.0
323,SILVER - COMMODITY EXCHANGE INC.,2018-10-23,75016,80195,    2813,   -6835,199746,     348,-5179,9648.0
324,SILVER - COMMODITY EXCHANGE INC.,2018-10-16,72203,87030,      68,   -7355,199398,    -455,-14827,7423.0
325,SILVER - COMMODITY EXCHANGE INC.,2018-10-09,72135,94385,   -3802,     950,199853,    -320,-22250,-4752.0
326,SILVER - COMMODITY EXCHANGE INC.,2018-10-02,75937,93435,   -3261,   -9018,200173,   -4335,-17498,5757.0
327,SILVER - COMMODITY EXCHANGE INC.,2018-09-25,79198,102453,    -826,   -3087,204508,    -961,-23255,2261.0
328,SILVER - COMMODITY EXCHANGE INC.,2018-09-18,80024,105540,   -1071,   -2958,205469,   -3500,-25516,1887.0
329,SILVER - COMMODITY EXCHANGE INC.,2018-09-11,81095,108498,   -1966,   -3537,208969,   -3422,-27403,1571.0
330,SILVER - COMMODITY EXCHANGE INC.,2018-09-04,83061,112035,   -3479,    8897,212391,  -14938,-28974,-12376.0
331,SILVER - COMMODITY EXCHANGE INC.,2018-08-28,86540,103138,   -4888,    4552,227329,  -16867,-16598,-9440.0
332,SILVER - COMMODITY EXCHANGE INC.,2018-08-21,91428,98586,   -1918,    2404,244196,    4158,-7158,-4322.0
333,SILVER - COMMODITY EXCHANGE INC.,2018-08-14,93346,96182,     330,    7507,240038,    4598,-2836,-7177.0
334,SILVER - COMMODITY EXCHANGE INC.,2018-08-07,93016,88675,    3400,    4923,235440,    8928,4341,-1523.0
335,SILVER - COMMODITY EXCHANGE INC.,2018-07-31,89616,83752,    1591,    -735,226512,   11916,5864,2326.0
336,SILVER - COMMODITY EXCHANGE INC.,2018-07-24,88025,84487,     849,    6193,214596,    2069,3538,-5344.0
337,SILVER - COMMODITY EXCHANGE INC.,2018-07-17,87176,78294,   -3422,   11395,212527,    4826,8882,-14817.0
338,SILVER - COMMODITY EXCHANGE INC.,2018-07-10,90598,66899,   -2080,   -1097,207701,    2079,23699,-983.0
339,SILVER - COMMODITY EXCHANGE INC.,2018-07-03,92678,67996,    -887,    8652,205622,  -12870,24682,-9539.0
340,SILVER - COMMODITY EXCHANGE INC.,2018-06-26,93565,59344,   -1758,    4923,218492,    -322,34221,-6681.0
341,SILVER - COMMODITY EXCHANGE INC.,2018-06-19,95323,54421,   -5810,    3018,218814,  -11349,40902,-8828.0
342,SILVER - COMMODITY EXCHANGE INC.,2018-06-12,101133,51403,   16063,  -14233,230163,   18558,49730,30296.0
343,SILVER - COMMODITY EXCHANGE INC.,2018-06-05,85070,65636,    2004,      23,211605,    3995,19434,1981.0
344,SILVER - COMMODITY EXCHANGE INC.,2018-05-29,83066,65613,    5059,    2831,207610,    9362,17453,2228.0
345,SILVER - COMMODITY EXCHANGE INC.,2018-05-22,78007,62782,    5344,   -9223,198248,     183,15225,14567.0
346,SILVER - COMMODITY EXCHANGE INC.,2018-05-15,72663,72005,     -50,    -829,198065,    2200,658,779.0
347,SILVER - COMMODITY EXCHANGE INC.,2018-05-08,72713,72834,    4185,   -2890,195865,    1180,-121,7075.0
348,SILVER - COMMODITY EXCHANGE INC.,2018-05-01,68528,75724,     726,   19889,194685,   -7022,-7196,-19163.0
349,SILVER - COMMODITY EXCHANGE INC.,2018-04-24,67802,55835,    1193,  -10861,201707,  -12590,11967,12054.0
350,SILVER - COMMODITY EXCHANGE INC.,2018-04-17,66609,66696,    1576,  -13170,214297,  -12878,-87,14746.0
351,SILVER - COMMODITY EXCHANGE INC.,2018-04-10,65033,79866,    -936,   -3068,227175,   -5507,-14833,2132.0
352,SILVER - COMMODITY EXCHANGE INC.,2018-04-03,65969,82934,    5183,    8491,232682,   13164,-16965,-3308.0
353,SILVER - COMMODITY EXCHANGE INC.,2018-03-27,60786,74443,   -3027,   -1886,219518,    3476,-13657,-1141.0
354,SILVER - COMMODITY EXCHANGE INC.,2018-03-20,63813,76329,   -2894,   12569,216042,   15948,-12516,-15463.0
355,SILVER - COMMODITY EXCHANGE INC.,2018-03-13,66707,63760,   -1979,    1260,200094,    3504,2947,-3239.0
356,SILVER - COMMODITY EXCHANGE INC.,2018-03-06,68686,62500,    5663,   -2031,196590,    3247,6186,7694.0
357,SILVER - COMMODITY EXCHANGE INC.,2018-02-27,63023,64531,    -177,    6651,193343,  -10286,-1508,-6828.0
358,SILVER - COMMODITY EXCHANGE INC.,2018-02-20,63200,57880,   -1616,    1775,203629,    9573,5320,-3391.0
359,SILVER - COMMODITY EXCHANGE INC.,2018-02-13,64816,56105,    1087,    8916,194056,  -11414,8711,-7829.0
360,SILVER - COMMODITY EXCHANGE INC.,2018-02-06,63729,47189,   -8416,    7466,205470,    7112,16540,-15882.0
361,SILVER - COMMODITY EXCHANGE INC.,2018-01-30,72145,39723,   -4048,   -7389,198358,   -1627,32422,3341.0
362,SILVER - COMMODITY EXCHANGE INC.,2018-01-23,76193,47112,   -3673,    4458,199985,    3474,29081,-8131.0
363,SILVER - COMMODITY EXCHANGE INC.,2018-01-16,79866,42654,   -4447,   -3624,196511,    1502,37212,-823.0
364,SILVER - COMMODITY EXCHANGE INC.,2018-01-09,84313,46278,    9186,   -6099,195009,    2586,38035,15285.0
365,SILVER - COMMODITY EXCHANGE INC.,2018-01-02,75127,52377,    1114,  -16988,192423,   -7898,22750,18102.0
366,SILVER - COMMODITY EXCHANGE INC.,2017-12-26,74013,69365,   -3562,   -5741,200321,   -3382,4648,2179.0
367,SILVER - COMMODITY EXCHANGE INC.,2017-12-19,77575,75106,     406,    7851,203703,     906,2469,-7445.0
368,SILVER - COMMODITY EXCHANGE INC.,2017-12-12,77169,67255,   -7736,   13776,202797,    9827,9914,-21512.0
369,SILVER - COMMODITY EXCHANGE INC.,2017-12-05,84905,53479,   -5233,   22123,192970,    6698,31426,-27356.0
370,SILVER - COMMODITY EXCHANGE INC.,2017-11-28,90138,31356,   -8006,     853,186272,  -13130,58782,-8859.0
371,SILVER - COMMODITY EXCHANGE INC.,2017-11-21,98144,30503,      74,    1606,199402,    -497,67641,-1532.0
372,SILVER - COMMODITY EXCHANGE INC.,2017-11-14,98070,28897,   -1802,   -2073,199899,   -3431,69173,271.0
373,SILVER - COMMODITY EXCHANGE INC.,2017-11-07,99872,30970,    4490,   -4260,203330,    4477,68902,8750.0
374,SILVER - COMMODITY EXCHANGE INC.,2017-10-31,95382,35230,     -31,    4937,198853,    4954,60152,-4968.0
375,SILVER - COMMODITY EXCHANGE INC.,2017-10-24,95413,30293,     588,    -617,193899,    1971,65120,1205.0
376,SILVER - COMMODITY EXCHANGE INC.,2017-10-17,94825,30910,    2630,   -2177,191928,    3670,63915,4807.0
377,SILVER - COMMODITY EXCHANGE INC.,2017-10-10,92195,33087,    1098,    1169,188258,    4764,59108,-71.0
378,SILVER - COMMODITY EXCHANGE INC.,2017-10-03,91097,31918,    -715,     366,183494,   -3412,59179,-1081.0
379,SILVER - COMMODITY EXCHANGE INC.,2017-09-26,91812,31552,   -7875,    -332,186906,   -6088,60260,-7543.0
380,SILVER - COMMODITY EXCHANGE INC.,2017-09-19,99687,31884,   -2556,    4628,192994,    4787,67803,-7184.0
381,SILVER - COMMODITY EXCHANGE INC.,2017-09-12,102243,27256,    5869,   -4947,188207,    4931,74987,10816.0
382,SILVER - COMMODITY EXCHANGE INC.,2017-09-05,96374,32203,    3444,   -7082,183276,     453,64171,10526.0
383,SILVER - COMMODITY EXCHANGE INC.,2017-08-29,92930,39285,    1625,   -7474,182823,   -4404,53645,9099.0
384,SILVER - COMMODITY EXCHANGE INC.,2017-08-22,91305,46759,    -291,   -5986,187227,    -728,44546,5695.0
385,SILVER - COMMODITY EXCHANGE INC.,2017-08-15,91596,52745,     251,   -4736,187955,   -7208,38851,4987.0
386,SILVER - COMMODITY EXCHANGE INC.,2017-08-08,91345,57481,    -914,   -4019,195163,  -12095,33864,3105.0
387,SILVER - COMMODITY EXCHANGE INC.,2017-08-01,92259,61500,    1394,   -9948,207258,     911,30759,11342.0
388,SILVER - COMMODITY EXCHANGE INC.,2017-07-25,90865,71448,      89,   -9952,206347,   -3342,19417,10041.0
389,SILVER - COMMODITY EXCHANGE INC.,2017-07-18,90776,81400,    -398,    4231,209689,    2097,9376,-4629.0
390,SILVER - COMMODITY EXCHANGE INC.,2017-07-11,91174,77169,    -822,   11448,207592,    4051,14005,-12270.0
391,SILVER - COMMODITY EXCHANGE INC.,2017-07-03,91996,65721,   -1873,    7384,203541,   -1096,26275,-9257.0
392,SILVER - COMMODITY EXCHANGE INC.,2017-06-27,93869,58337,   -2131,    9018,204637,    4708,35532,-11149.0
393,SILVER - COMMODITY EXCHANGE INC.,2017-06-20,96000,49319,   -6702,    7275,199929,   -1285,46681,-13977.0
394,SILVER - COMMODITY EXCHANGE INC.,2017-06-13,102702,42044,     989,    6272,201214,   -7753,60658,-5283.0
395,SILVER - COMMODITY EXCHANGE INC.,2017-06-06,101713,35772,    5145,     618,208967,    3732,65941,4527.0
396,SILVER - COMMODITY EXCHANGE INC.,2017-05-30,96568,35154,      37,  -10204,205235,    1776,61414,10241.0
397,SILVER - COMMODITY EXCHANGE INC.,2017-05-23,96531,45358,   -3611,  -11780,203459,  -11668,51173,8169.0
398,SILVER - COMMODITY EXCHANGE INC.,2017-05-16,100142,57138,    5160,   15811,215127,   19044,43004,-10651.0
399,SILVER - COMMODITY EXCHANGE INC.,2017-05-09,94982,41327,   -6556,   11156,196083,    6843,53655,-17712.0
400,SILVER - COMMODITY EXCHANGE INC.,2017-05-02,101538,30171,  -19480,    2766,189240,  -25542,71367,-22246.0
401,SILVER - COMMODITY EXCHANGE INC.,2017-04-25,121018,27405,   -7360,    2914,214782,  -13202,93613,-10274.0
402,SILVER - COMMODITY EXCHANGE INC.,2017-04-18,128378,24491,   -3591,   -1963,227984,    7812,103887,-1628.0
403,SILVER - COMMODITY EXCHANGE INC.,2017-04-11,131969,26454,    5445,    1312,220172,    1012,105515,4133.0
404,SILVER - COMMODITY EXCHANGE INC.,2017-04-04,126524,25142,   14327,    3633,219160,   17331,101382,10694.0
405,SILVER - COMMODITY EXCHANGE INC.,2017-03-28,112197,21509,   11860,     284,201829,   11010,90688,11576.0
406,SILVER - COMMODITY EXCHANGE INC.,2017-03-21,100337,21225,   -2338,    1428,190819,    3883,79112,-3766.0
407,SILVER - COMMODITY EXCHANGE INC.,2017-03-14,102675,19797,  -10762,    -187,186936,   -5462,82878,-10575.0
408,SILVER - COMMODITY EXCHANGE INC.,2017-03-07,113437,19984,   -1792,     178,192398,   -5231,93453,-1970.0
409,SILVER - COMMODITY EXCHANGE INC.,2017-02-28,115229,19806,    6381,   -1025,197629,  -10518,95423,7406.0
410,SILVER - COMMODITY EXCHANGE INC.,2017-02-21,108848,20831,    4083,     878,208147,   12809,88017,3205.0
411,SILVER - COMMODITY EXCHANGE INC.,2017-02-14,104765,19953,    6205,    -330,195338,    1402,84812,6535.0
